employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram,fraudulent
Full-time,Associate,Unspecified,20,123,73,30,-2.734488544,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,355,128,71,52,-9.996358046,-3.981639589,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,88,187,144,0,-3.815002963,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,327,182,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,2,128,0,0,-1.843491945,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,88,138,91,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,244,115,0,-2.633916062,-2.853301252,0,0,0,0,1,0,0,0,0,1,1,0
Part-time,Entry level,High School or equivalent,100,279,158,96,-3.437567297,-2.898919407,0,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Bachelor's Degree,69,180,105,11,-3.056588271,-3.549243538,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,275,181,214,0,-7.492904484,-4.382942415,0,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,300,163,43,121,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Part-time,Associate,High School or equivalent,0,144,38,0,-2.169675367,-1.458699604,1,0,1,0,1,1,0,0,0,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,373,196,76,83,-9.996358046,-2.391780105,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,63,51,43,34,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,147,228,78,0,-2.856609018,-4.403047312,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Master's Degree,194,162,84,53,-5.60491141,-4.403047312,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,273,238,54,23,-2.856609018,-2.834705855,0,0,1,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,12,68,14,-4.209827054,-3.981639589,0,0,0,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,52,359,145,0,-2.894588944,-2.391780105,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,90,238,105,127,-1.006104093,-3.981639589,1,0,0,0,1,0,1,1,1,0,1,0
Full-time,Entry level,High School or equivalent,88,193,120,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,56,370,187,60,-2.856609018,-2.970504436,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Unspecified,189,151,0,0,-7.104269424,-2.216166691,0,0,1,0,1,0,0,0,0,0,1,0
Contract,Not Applicable,Bachelor's Degree,25,87,86,80,-9.740450581,-6.689872209,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Unspecified,0,62,49,29,-2.015685175,-2.898919407,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,232,166,69,23,-3.972869919,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,160,326,47,53,-2.970474687,-3.080366137,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Unspecified,153,158,82,100,-3.056588271,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Associate Degree,347,387,45,23,-3.972869919,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Director,Unspecified,66,89,38,0,-2.856609018,-3.549243538,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,35,61,36,0,-6.020860869,-6.897744692,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,83,393,66,151,-5.60491141,-2.391780105,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,67,300,98,0,-3.934917469,-2.851360103,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,60,282,67,23,-9.996358046,-2.898919407,1,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Mid-Senior level,Unspecified,236,40,7,0,-5.60491141,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,231,202,0,-3.028126795,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,69,370,0,0,-4.567343235,-4.708274573,1,0,0,0,1,1,0,0,0,0,0,0
Part-time,Entry level,High School or equivalent,136,353,41,60,-3.959154557,-5.775604967,1,0,0,0,1,1,0,0,1,1,0,0
Full-time,Not Applicable,Bachelor's Degree,0,165,151,45,-2.834459249,-3.080366137,0,0,1,0,1,0,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,236,113,75,0,-3.972869919,-2.391780105,0,0,0,0,1,0,0,0,0,0,0,0
Part-time,Unspecified,Unspecified,136,216,76,149,-2.816247479,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,High School or equivalent,159,241,0,0,-3.934917469,-2.898919407,0,0,0,0,1,1,1,0,0,0,1,0
Full-time,Associate,Unspecified,131,146,142,0,-3.972869919,-3.549243538,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,292,623,0,0,-2.498791322,-2.853301252,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Unspecified,108,39,26,0,-2.856609018,-3.549243538,1,0,0,0,1,1,0,0,0,0,0,0
Part-time,Not Applicable,High School or equivalent,83,228,136,32,-3.992018165,-2.898919407,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Associate,High School or equivalent,100,117,49,64,-3.291500398,-2.853301252,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,95,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,373,277,93,105,-2.856609018,-4.403047312,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,155,244,168,47,-1.006104093,-2.391780105,1,0,0,0,1,1,0,0,0,1,1,1
Full-time,Unspecified,Unspecified,251,98,425,100,-5.60491141,-3.981639589,0,0,1,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,165,294,86,166,-3.972869919,-2.898919407,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,212,122,133,322,-9.996358046,-2.391780105,1,0,1,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,74,174,61,2,-5.100922123,-3.549243538,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,100,203,78,0,-5.60491141,-3.549243538,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Bachelor's Degree,119,139,55,124,-2.856609018,-2.851360103,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Associate,Associate Degree,158,181,84,0,-1.843491945,-2.898919407,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,84,25,169,11,-2.169675367,-5.775604967,1,0,0,0,1,0,1,0,1,1,1,0
Full-time,Mid-Senior level,Unspecified,17,181,256,64,-2.169675367,-4.403047312,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,High School or equivalent,67,322,668,5,-3.934917469,-1.84570792,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,34,277,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,121,399,43,69,-5.60491141,-2.391780105,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Associate,Associate Degree,347,379,183,97,-3.972869919,-3.981639589,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Associate,Some College Coursework Completed,37,317,39,5,-3.769772449,-3.549243538,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,45,106,109,86,-6.715221103,-7.917538129,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Not Applicable,High School or equivalent,136,108,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,170,0,0,-3.252302048,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,100,112,62,20,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,113,162,201,30,-3.056588271,-3.981639589,0,0,0,0,1,1,0,0,0,0,1,0
Contract,Mid-Senior level,Unspecified,0,100,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Associate,Unspecified,100,151,77,64,-3.056588271,-2.351014509,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Director,Bachelor's Degree,123,107,175,22,-9.996358046,-2.391780105,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,45,210,108,92,-6.715221103,-7.917538129,0,0,1,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,596,47,260,12,-3.972869919,-3.981639589,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,190,216,77,116,-9.996358046,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,50,108,43,0,-5.60491141,-2.391780105,0,0,0,1,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Associate Degree,180,169,33,43,-2.894588944,-3.549243538,1,0,1,0,1,1,0,0,0,0,0,0
Full-time,Associate,Associate Degree,0,126,58,8,-2.169675367,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,Unspecified,382,71,95,45,-5.60491141,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Contract,Mid-Senior level,Unspecified,123,110,70,0,-9.996358046,-4.708274573,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,118,219,53,74,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,230,216,89,22,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,125,167,193,143,-2.169675367,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,35,60,44,0,-3.934917469,-2.216166691,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,34,341,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Full-time,Internship,Unspecified,69,63,212,111,-2.823138472,-7.917538129,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Unspecified,74,112,134,59,-4.046239381,-5.775604967,1,0,0,0,1,1,0,0,1,1,1,0
Contract,Mid-Senior level,Unspecified,0,290,0,0,-3.972869919,-2.898919407,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,87,204,75,44,-3.972869919,-3.549243538,1,0,0,0,1,0,1,1,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,153,265,30,84,-3.056588271,-3.943048543,1,0,0,0,1,0,1,1,0,0,1,0
Full-time,Associate,Master's Degree,45,61,97,64,-5.60491141,-7.917538129,0,0,0,0,1,1,1,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Associate Degree,127,197,77,0,-3.134094473,-1.84570792,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,134,244,70,90,-3.992018165,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,140,147,126,54,-5.60491141,-2.391780105,0,0,1,0,1,1,1,0,0,0,1,0
Full-time,Associate,Master's Degree,0,233,40,203,-7.16991887,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,230,140,109,28,-3.972869919,-3.981639589,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Director,Unspecified,300,286,100,178,-5.60491141,-3.549243538,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Unspecified,106,114,58,56,-7.16991887,-2.391780105,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Entry level,Bachelor's Degree,105,225,144,14,-2.712959913,-2.806386024,0,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Unspecified,77,161,79,0,-3.437567297,-4.708274573,1,0,0,1,1,1,0,0,1,1,0,0
Other,Entry level,Unspecified,136,327,116,10,-3.959154557,-2.216166691,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,149,0,0,-3.972869919,-3.981639589,0,0,0,0,0,0,0,0,0,0,0,0
Part-time,Associate,Associate Degree,102,149,76,76,-2.856609018,-4.835137309,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Master's Degree,213,163,95,89,-6.20358694,-5.775604967,1,0,0,0,1,0,0,0,1,0,1,0
Temporary,Associate,Some College Coursework Completed,129,87,44,20,-4.308790063,-1.458699604,1,0,0,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Bachelor's Degree,0,395,0,0,-2.823138472,-2.391780105,1,0,0,0,0,0,1,0,0,0,0,0
Full-time,Entry level,High School or equivalent,87,104,194,57,-2.169675367,-5.775604967,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,34,185,0,0,-3.028126795,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,71,201,88,48,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Associate,High School or equivalent,88,374,139,0,-5.508415548,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,121,271,43,69,-5.60491141,-7.772064107,1,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,104,120,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Not Applicable,High School or equivalent,136,96,12,2,-2.834459249,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Master's Degree,73,114,37,0,-2.701610506,-3.943048543,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,0,46,0,0,-5.60491141,-2.391780105,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,113,359,70,37,-3.056588271,-2.806386024,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,104,142,1,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,275,310,113,0,-7.492904484,-4.835137309,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,69,10,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Director,Unspecified,39,575,165,0,-2.628724992,-4.403047312,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,Unspecified,37,48,8,0,-3.972869919,-2.216166691,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,Unspecified,49,94,68,49,-4.209827054,-2.391780105,0,0,0,0,1,1,0,0,0,0,0,0
Temporary,Unspecified,Unspecified,103,62,21,82,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,98,99,431,64,-0.495323056,-7.745619564,1,0,0,0,1,1,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,155,107,18,-6.787626341,-4.403047312,0,0,0,0,0,1,0,0,0,0,0,0
Full-time,Associate,High School or equivalent,315,243,176,15,-3.934917469,-7.789313116,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,119,211,25,16,-3.972869919,-3.981639589,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,230,281,41,0,-3.972869919,-2.391780105,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Director,Master's Degree,11,403,167,112,-2.498791322,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,1
Unspecified,Not Applicable,High School or equivalent,136,52,16,2,-2.823138472,-2.898919407,0,0,0,0,1,1,1,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,202,0,0,-0.590358018,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,259,20,428,0,-2.823138472,-2.216166691,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,70,200,76,49,-3.056588271,-4.382942415,1,0,0,0,1,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,74,247,62,136,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Mid-Senior level,Associate Degree,0,56,76,20,-3.972869919,-3.981639589,1,0,1,0,0,0,1,1,1,0,0,0
Full-time,Mid-Senior level,Unspecified,75,248,78,0,-9.996358046,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,210,190,0,0,-2.856609018,-7.789313116,0,0,0,0,1,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,0,15,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,95,45,31,116,-2.628724992,-2.391780105,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,103,313,10,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,212,142,214,360,-9.996358046,-4.708274573,0,0,1,0,1,1,0,0,0,0,0,0
Full-time,Entry level,Certification,270,368,0,0,-3.735790633,-3.572720143,1,0,1,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,95,23,52,116,-2.628724992,-2.391780105,0,0,1,0,1,0,0,0,1,0,1,0
Full-time,Entry level,Bachelor's Degree,201,51,68,0,-3.972869919,-3.981639589,0,0,1,0,1,1,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,32,19,3,-9.740450581,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Director,Bachelor's Degree,74,182,78,70,-4.046239381,-5.775604967,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Unspecified,Unspecified,34,85,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,83,226,109,72,-3.992018165,-3.943048543,1,0,0,0,1,1,0,0,1,0,1,0
Contract,Mid-Senior level,Bachelor's Degree,165,68,127,5,-0.495323056,-3.550086188,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Bachelor's Degree,212,169,108,322,-9.996358046,-2.391780105,0,0,1,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,164,419,111,74,-1.674331188,-2.898919407,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Associate,High School or equivalent,82,14,29,48,-0.977660261,-2.216166691,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Certification,136,278,144,26,-2.169675367,-5.775604967,0,0,0,0,1,1,1,1,1,1,1,0
Full-time,Associate,Associate Degree,0,84,1,5,-1.674331188,-3.943048543,1,0,1,0,0,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,7,107,48,118,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Temporary,Mid-Senior level,High School or equivalent,136,191,8,7,-3.769772449,-1.458699604,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Associate,Unspecified,95,350,0,163,-3.972869919,-3.549243538,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,230,281,0,0,-3.972869919,-3.981639589,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Director,Bachelor's Degree,74,182,78,70,-4.046239381,-5.775604967,1,0,0,0,1,1,0,0,1,1,1,0
Unspecified,Executive,Unspecified,0,153,12,0,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,86,348,33,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,90,279,107,127,-1.006104093,-3.981639589,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,212,223,175,314,-9.996358046,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Entry level,High School or equivalent,83,436,0,0,-3.934917469,-2.898919407,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,20,216,94,54,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Associate Degree,87,579,225,57,-2.169675367,-6.689872209,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,240,75,70,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Director,Bachelor's Degree,284,145,153,71,-5.60491141,-3.981639589,1,0,0,0,0,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,231,253,129,0,-3.972869919,-2.853301252,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,357,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Executive,Bachelor's Degree,126,348,60,15,-2.856609018,-3.943048543,1,0,1,0,1,0,0,0,0,0,1,0
Contract,Mid-Senior level,Master's Degree,0,83,11,0,-2.849472949,-2.391780105,1,0,0,0,0,0,0,0,1,0,0,0
Full-time,Associate,Unspecified,0,86,158,0,-3.972869919,-2.391780105,0,0,0,0,0,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,50,169,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,130,181,98,0,-5.60491141,-2.898919407,1,0,0,0,1,0,1,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,231,157,37,42,-2.701610506,-3.080366137,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,705,19,0,-3.972869919,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,54,198,88,16,-3.846767945,-2.391780105,1,0,0,0,1,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,196,240,210,137,-5.60491141,-3.981639589,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Associate,Unspecified,79,195,170,46,-6.958428728,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,180,137,83,375,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Bachelor's Degree,103,266,151,75,-6.996930879,-2.806386024,1,0,1,0,1,1,0,0,0,0,0,0
Full-time,Director,Unspecified,49,108,56,73,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Master's Degree,0,232,40,203,-7.16991887,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,150,146,87,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Not Applicable,High School or equivalent,136,108,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Associate Degree,347,380,183,97,-3.972869919,-3.981639589,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,0,123,0,0,-6.996930879,-2.898919407,1,0,1,0,0,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,55,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Unspecified,140,46,76,0,-3.883577873,-3.572720143,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,160,143,76,0,-5.60491141,-3.981639589,0,0,0,0,1,1,0,0,0,0,1,0
Contract,Internship,Bachelor's Degree,127,128,108,0,-2.849472949,-2.391780105,0,0,1,0,1,0,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,270,115,46,99,-7.104269424,-4.282798225,1,0,0,0,1,1,0,0,1,0,0,0
Part-time,Entry level,High School or equivalent,121,183,49,69,-2.498791322,-2.853301252,1,0,0,0,1,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,78,91,243,23,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,83,171,52,14,-3.992018165,-4.403047312,1,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,69,333,0,30,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,240,107,71,37,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Bachelor's Degree,61,214,98,30,-3.972869919,-2.853301252,1,0,1,0,1,0,0,0,1,1,1,0
Full-time,Unspecified,Unspecified,136,274,41,61,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Associate,Bachelor's Degree,0,284,122,0,-6.427134843,-2.898919407,1,0,0,0,1,0,1,0,1,0,0,0
Full-time,Entry level,Bachelor's Degree,91,128,91,11,-5.60491141,-3.981639589,0,0,0,0,1,1,0,0,0,1,1,0
Full-time,Associate,Associate Degree,347,380,183,97,-3.972869919,-3.981639589,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,77,263,93,20,-2.12660484,-2.851360103,1,0,1,0,0,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,50,229,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,Bachelor's Degree,110,48,16,19,-5.508415548,-5.736378521,0,0,0,0,1,0,1,0,0,0,0,0
Temporary,Not Applicable,Unspecified,0,57,2,0,-3.815002963,-4.171497564,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Associate,Unspecified,53,136,211,21,-9.996358046,-2.853301252,0,0,0,0,1,0,0,0,1,0,0,0
